datapoint,attr_val,score
111,0,0.5020229703775089
257,0,0.502282695548601
154,1,0.5044295055983219
953,0,0.5047547985083594
334,1,0.5051722221927701
545,1,0.505296880891992
821,0,0.5054660093034082
10,0,0.5067707238941122
29,1,0.5072072128690941
181,0,0.509054505942656
950,0,0.5090582235438219
367,0,0.509541704900551
637,1,0.5099757751859562
722,0,0.5104938395577758
438,1,0.5125149377427254
937,0,0.5127823859102854
397,0,0.5128590430483491
922,0,0.5137197557523703
203,0,0.5137466855498187
462,0,0.5143040124755109
924,0,0.5146948648004779
342,0,0.5149845332786991
535,0,0.5151466122528235
339,0,0.516302379960514
630,0,0.5165599541486401
112,1,0.5175487845784137
293,1,0.5191433977598641
315,1,0.5209673159660346
634,0,0.5213577366750841
255,1,0.5220409595749793
364,1,0.5224036651433801
416,1,0.5231935013440654
7,1,0.5232931268568394
660,0,0.5260945892082292
966,1,0.5268227853292282
607,0,0.5276818206749594
481,1,0.5278001908410084
618,0,0.5278635033279322
197,0,0.5297143699224414
118,0,0.5311299747644496
205,1,0.5317296916994028
604,0,0.5336665668008158
73,0,0.5360981921513057
640,0,0.5368767505333111
735,0,0.5368848172385476
893,1,0.5375720025984809
805,1,0.5384005426684471
829,1,0.5388190820049101
610,0,0.5392549735654744
556,0,0.5395071987334735
639,1,0.5396484671789823
67,0,0.5396731539133931
328,1,0.540549535340873
477,1,0.5414300852489489
701,1,0.5415837356688114
368,1,0.5427636800106609
985,0,0.5457050095033504
666,1,0.5462956505442538
167,0,0.5463171756761552
721,0,0.5465018678432927
130,0,0.5483159692110997
783,0,0.5486625807406751
86,0,0.5486802391954138
474,0,0.5490870706671118
503,1,0.5497216912296619
946,1,0.5500039144217095
387,1,0.5500206310448591
229,1,0.5501665416205704
355,1,0.5511832285269238
15,0,0.5531088817892053
347,0,0.5531895409328444
375,0,0.5535539826318236
201,0,0.5540444163615953
813,1,0.5576683327094544
166,0,0.5585154212625418
593,0,0.5587005298733044
650,1,0.5604815940422475
333,0,0.5619386062653882
935,1,0.5625038764433632
998,1,0.5627112676130137
309,0,0.5662951970242974
831,0,0.5672514664915597
87,1,0.5673423669684539
862,0,0.5692905460135766
988,1,0.5694062350441753
218,0,0.5705116339685736
116,0,0.5734015325444712
194,1,0.5748256387491204
312,0,0.5760854219661121
153,0,0.5764184909178096
466,0,0.5768600434952754
338,1,0.5791257067028637
525,1,0.5812389636571054
819,0,0.5828482650245899
727,0,0.5833489412521466
235,1,0.5853282891676164
623,0,0.5859113722377015
407,0,0.5864275123371948
788,1,0.5878185223974757
301,0,0.5878630256512549
596,0,0.5883502855148808
866,0,0.5893530892316956
704,0,0.5902550145277734
287,1,0.5915868245957503
43,0,0.5933414717781881
761,0,0.5980550527063142
101,1,0.6006073398901728
896,0,0.6022120743428252
208,0,0.6049615724811921
289,0,0.6069223718923085
911,0,0.6074671952215742
470,0,0.6093361661591487
616,1,0.6098885717637743
145,1,0.6107663053591907
993,1,0.6115629260051213
707,0,0.612031935140039
840,1,0.6156248652021011
242,1,0.6190425262836585
395,1,0.6218046005388814
131,1,0.6242291476591522
583,1,0.6247507637849796
766,0,0.6276915487022591
444,0,0.6296523198890231
789,1,0.6322056753479159
18,0,0.6356697234534967
230,1,0.6368298545564536
996,0,0.637071048507051
79,0,0.6373823473201959
284,0,0.6374800248787347
926,0,0.6379790304172867
612,0,0.638942776726062
273,1,0.6397655113178111
378,1,0.6419266897282211
815,0,0.6476899301172303
446,0,0.6498764822211138
272,1,0.6511612482288911
744,1,0.6511827548627231
191,1,0.6535941649287391
359,0,0.6568824491878453
771,0,0.6582838516619911
570,0,0.660462078352001
44,0,0.6609880840834879
500,0,0.6621101792925584
321,0,0.663202821361183
814,1,0.6674916652448081
274,0,0.6696763719885104
832,1,0.672048048641035
152,1,0.6728120523859998
496,1,0.6730731673723573
952,0,0.6770486873078201
983,1,0.6774733217267099
538,1,0.6777475837557854
504,0,0.6807007237143763
522,1,0.6836515569376914
812,1,0.6840674408378721
728,0,0.6842005006193621
141,0,0.6856804343619982
706,1,0.6867715747842467
739,0,0.6878472769812534
986,0,0.6915439371772796
736,0,0.6946111160796813
973,1,0.6951457762338039
76,1,0.6971213717155617
381,0,0.7107058275723754
999,1,0.7112994129998059
569,0,0.7134925156317938
59,0,0.7169429122368309
1,0,0.7215541269147621
285,0,0.7224787597175839
291,0,0.7280452027383496
295,0,0.7301616331704683
945,0,0.7302440405777939
35,1,0.7317504521869951
927,1,0.7370939022706031
528,0,0.739235218423
63,1,0.7433216378462147
286,1,0.7473648889392641
320,0,0.7508662270870627
374,0,0.7581360487952298
938,1,0.7597663292373078
578,0,0.7691827403205258
9,0,0.7706174603188077
887,1,0.7728671910536224
11,0,0.7826670862894654
818,0,0.8018733777461986
915,0,0.8151996892552515
95,1,0.8424920431978412
677,0,0.8473766648729185
714,1,0.8660255940286885
332,0,0.8997057000690848
