datapoint,attr_val,score
416,1,1.0
481,1,1.0
503,1,1.0
368,1,1.0
364,1,1.0
355,1,1.0
328,1,1.0
315,1,1.0
387,1,1.0
893,1,1.0
701,1,1.0
666,1,1.0
650,1,1.0
639,1,1.0
545,1,1.0
477,1,1.0
998,1,1.0
338,1,1.0
946,1,1.0
935,1,1.0
966,1,1.0
229,1,1.0
988,1,1.0
203,0,1.0
201,0,1.0
937,0,1.0
166,0,1.0
604,0,1.0
821,0,1.0
367,0,1.0
474,0,1.0
342,0,1.0
339,0,1.0
735,0,1.0
831,0,1.0
312,0,1.0
309,0,1.0
862,0,1.0
347,0,1.0
466,0,1.0
722,0,1.0
721,0,1.0
660,0,1.0
640,0,1.0
634,0,1.0
630,0,1.0
618,0,1.0
610,0,1.0
607,0,1.0
593,0,1.0
783,0,1.0
556,0,1.0
462,0,1.0
257,0,1.0
130,0,1.0
116,0,1.0
111,0,1.0
950,0,1.0
86,0,1.0
153,0,1.0
167,0,1.0
73,0,1.0
197,0,1.0
118,0,1.0
922,0,1.0
985,0,1.0
67,0,1.0
15,0,1.0
10,0,1.0
218,0,1.0
813,1,1.0000000000000002
535,0,1.0000000000000002
235,1,1.4142135623730951
623,0,1.4142135623730951
727,0,1.4142135623730951
407,0,1.4142135623730951
596,0,1.4142135623730951
993,1,2.0
583,1,2.0
29,1,2.0
789,1,2.0
438,1,2.0
273,1,2.0
131,1,2.0
230,1,2.0
191,1,2.0
896,0,2.0
470,0,2.0
996,0,2.0
79,0,2.0
761,0,2.0
707,0,2.0
766,0,2.0
612,0,2.0
446,0,2.0
911,0,2.0
397,0,2.0
284,0,2.0
815,0,2.0
289,0,2.0
866,0,2.0
926,0,2.0
840,1,2.0000000000000004
287,1,2.23606797749979
704,0,2.23606797749979
44,0,2.23606797749979
321,0,2.23606797749979
739,0,2.23606797749979
141,0,2.23606797749979
952,0,2.23606797749979
504,0,2.23606797749979
500,0,2.23606797749979
814,1,2.8284271247461903
293,1,3.0
255,1,4.0
320,0,4.0
101,1,4.123105625617661
616,1,5.0990195135927845
145,1,5.0990195135927845
194,1,5.0990195135927845
522,1,5.385164807134505
728,0,5.385164807134505
829,1,6.0
242,1,6.0827625302982185
76,1,7.280109889280517
35,1,7.3484692283495345
375,0,8.0
444,0,8.06225774829855
528,0,9.273618495495704
569,0,10.198039027185569
286,1,10.246950765959598
578,0,12.247448713915892
938,1,19.104973174542803
11,0,25.592967784139447
677,0,33.07567081708245
359,0,49.04079934095692
706,1,63.22973983814894
301,0,67.01492371106603
525,1,89.00561780022652
819,0,92.00543462209177
973,1,111.46748404803976
999,1,149.2849624041216
538,1,162.0401184892186
181,0,166.00301202086666
570,0,187.0106948813356
771,0,188.01063799689632
154,1,194.0
953,0,199.0
986,0,206.07037632808846
334,1,235.0
788,1,279.0017921089397
152,1,455.00549447231947
43,0,518.000965250066
1,0,558.0761596771538
924,0,651.0
112,1,729.0
945,0,757.068689089702
7,1,865.0
983,1,904.0022123866735
9,0,945.0084655705472
208,0,1037.000482159965
812,1,1200.0016666655092
205,1,1228.0
59,0,1388.0241352368482
637,1,1428.0
291,0,1521.0016436546018
805,1,1532.0
736,0,1613.001239925128
295,0,1669.0119831804684
395,1,1675.000298507436
927,1,2006.0099700649546
496,1,2123.000471031507
18,0,2218.000225428302
333,0,2333.0
87,1,2527.0
285,0,2569.000973141116
272,1,2774.0001802451275
832,1,2835.0017636678813
332,0,2981.194894668915
274,0,3569.000140095262
63,1,3784.000528541189
381,0,5237.000095474506
374,0,5249.007811005808
887,1,5311.0003765769015
378,1,5337.0
744,1,5750.0
714,1,5874.037878665748
95,1,8344.001198465878
818,0,9774.000051156128
915,0,10547.000047406846
