,datapoint,attr_val,data_values,flipset_values,score
0,2424,0,"[1, 0, 2, 300, 310, 1, 6, 0, 220, 0]","[1.0, 0.0, 2.0, 300.0, 310.0, 1.0, 6.0, 1.0, 220.0, -0.0]",1.0
1,5376,1,"[0, 1, 2, 30, 0, 0, 6, 0, 30, 0]","[0.0, 1.0, 2.0, 30.0, -0.0, -0.0, 6.0, 1.0, 30.0, -0.0]",1.0
2,7653,1,"[0, 1, 2, 170, 30, 0, 6, 0, 170, 30]","[0.0, 1.0, 2.0, 170.0, 30.0, -0.0, 6.0, 1.0, 170.0, 30.0]",1.0
3,1802,0,"[1, 0, 2, 320, 200, 2, 4, 0, 320, 30]","[1.0, 0.0, 2.0, 320.0, 200.0, 2.0, 4.0, 1.0, 320.0, 30.0]",1.0
4,5380,1,"[0, 1, 2, 270, 40, 0, 6, 0, 220, 0]","[0.0, 1.0, 2.0, 270.0, 40.0, -0.0, 6.0, 1.0, 220.0, -0.0]",1.0
5,7602,0,"[1, 0, 1, 1250, 70, 1, 5, 0, 1250, 40]","[1.0, 0.0, 1.0, 1250.0, 70.0, 1.0, 5.0, 1.0, 1250.0, 40.0]",1.0
6,7584,1,"[0, 1, 2, 290, 50, 0, 6, 0, 290, 0]","[0.0, 1.0, 2.0, 290.0, 50.0, -0.0, 6.0, 1.0, 290.0, -0.0]",1.0
7,848,1,"[0, 1, 2, 1890, 150, 0, 2, 0, 1870, 60]","[0.0, 1.0, 2.0, 1890.0, 150.0, -0.0, 2.0, 1.0, 1870.0, 60.0]",1.0
8,7568,1,"[0, 1, 3, 80, 0, 0, 6, 0, 80, 0]","[0.0, 1.0, 3.0, 80.0, -0.0, -0.0, 6.0, 1.0, 80.0, -0.0]",1.0
9,2541,1,"[0, 1, 2, 1370, 30, 0, 4, 0, 1370, 30]","[0.0, 1.0, 2.0, 1370.0, 30.0, -0.0, 4.0, 1.0, 1370.0, 30.0]",1.0
10,5419,1,"[0, 1, 3, 20, 0, 0, 6, 0, 20, 0]","[0.0, 1.0, 3.0, 20.0, -0.0, -0.0, 6.0, 1.0, 20.0, -0.0]",1.0
11,3035,1,"[0, 1, 2, 140, 70, 0, 6, 0, 80, 70]","[0.0, 1.0, 2.0, 140.0, 70.0, -0.0, 6.0, 1.0, 80.0, 70.0]",1.0
12,7548,1,"[0, 1, 2, 1460, 1220, 1, 5, 1, 210, 0]","[0.0, 1.0, 2.0, 1460.0, 1220.0, 0.0, 5.0, 1.0, 210.0, -0.0]",1.0
13,5430,1,"[0, 1, 3, 0, 0, 0, 6, 0, 0, 0]","[0.0, 1.0, 3.0, 0.0, -0.0, -0.0, 6.0, 1.0, 0.0, -0.0]",1.0
14,5433,1,"[0, 1, 3, 0, 0, 0, 6, 0, 0, 0]","[0.0, 1.0, 3.0, 0.0, -0.0, -0.0, 6.0, 1.0, 0.0, -0.0]",1.0
15,7536,1,"[0, 1, 3, 330, 30, 0, 6, 0, 270, 30]","[0.0, 1.0, 3.0, 330.0, 30.0, -0.0, 6.0, 1.0, 270.0, 30.0]",1.0
16,2669,0,"[0, 0, 2, 140, 30, 0, 6, 0, 110, 30]","[0.0, 0.0, 2.0, 140.0, 30.0, -0.0, 6.0, 1.0, 110.0, 30.0]",1.0
17,5448,1,"[0, 1, 2, 230, 40, 0, 6, 0, 200, 0]","[0.0, 1.0, 2.0, 230.0, 40.0, -0.0, 6.0, 1.0, 200.0, -0.0]",1.0
18,7662,1,"[0, 1, 3, 0, 0, 0, 6, 0, 0, 0]","[0.0, 1.0, 3.0, 0.0, -0.0, -0.0, 6.0, 1.0, 0.0, -0.0]",1.0
19,830,1,"[0, 1, 3, 3510, 130, 0, 0, 0, 3510, 0]","[0.0, 1.0, 3.0, 3510.0, 130.0, -0.0, -0.0, 1.0, 3510.0, -0.0]",1.0
20,7669,1,"[0, 1, 2, 3350, 420, 0, 0, 0, 2710, 100]","[0.0, 1.0, 2.0, 3350.0, 420.0, -0.0, -0.0, 1.0, 2710.0, 100.0]",1.0
