,datapoint,attr_val,data_values,flipset_values,score
0,4571,1,"[0, 1, 3, 1570, 0, 0, 5, 1, 1570, 0]","[0, 1, 3, 1570, 0, 0, 5, 1.9999999999999998, 1570, 0]",0.9999999999999998
1,4950,1,"[0, 1, 2, 3710, 150, 0, 0, 1, 3710, 150]","[0, 1, 2, 3710, 150, 0, 0, 1.9999999999999998, 3710, 150]",0.9999999999999998
2,5991,0,"[1, 0, 2, 670, 670, 1, 6, 0, 140, 60]","[1, 0, 2, 670, 670, 1, 6, 0.9999999999999999, 140, 60]",1.0
3,6374,1,"[0, 1, 3, 950, 160, 0, 1, 0, 810, 160]","[0, 1, 3, 950, 160, 0, 1, 0.9999999999999999, 810, 160]",1.0
4,9198,1,"[0, 1, 2, 350, 60, 0, 5, 0, 150, 60]","[0, 1, 2, 350, 60, 0, 5, 0.9999999999999999, 150, 60]",1.0
5,2374,1,"[0, 1, 3, 10, 0, 0, 6, 0, 10, 0]","[0, 1, 3, 10, 0, 0, 6, 0.9999999999999999, 10, 0]",1.0
6,9188,1,"[0, 1, 1, 30, 0, 0, 6, 0, 30, 0]","[0, 1, 1, 30, 0, 0, 6, 0.9999999999999999, 30, 0]",1.0
7,1373,1,"[0, 1, 3, 2680, 100, 0, 0, 0, 2410, 90]","[0, 1, 3, 2680, 100, 0, 0, 0.9999999999999999, 2410, 90]",1.0
8,4406,0,"[1, 0, 2, 460, 20, 1, 6, 0, 460, 0]","[1, 0, 2, 460, 20, 1, 6, 0.9999999999999999, 460, 0]",1.0
9,546,1,"[0, 1, 2, 270, 0, 0, 6, 0, 270, 0]","[0, 1, 2, 270, 0, 0, 6, 0.9999999999999999, 270, 0]",1.0
10,2380,1,"[0, 1, 2, 420, 60, 0, 6, 0, 310, 40]","[0, 1, 2, 420, 60, 0, 6, 0.9999999999999999, 310, 40]",1.0
11,9932,1,"[0, 1, 1, 50, 0, 0, 6, 0, 50, 0]","[0, 1, 1, 50, 0, 0, 6, 0.9999999999999999, 50, 0]",1.0
12,4408,1,"[0, 1, 2, 250, 40, 0, 6, 0, 250, 40]","[0, 1, 2, 250, 40, 0, 6, 0.9999999999999999, 250, 40]",1.0
13,3012,1,"[0, 1, 3, 2800, 120, 0, 0, 0, 2760, 100]","[0, 1, 3, 2800, 120, 0, 0, 0.9999999999999999, 2760, 100]",1.0
14,5279,0,"[1, 0, 2, 320, 220, 1, 6, 0, 320, 0]","[1, 0, 2, 320, 220, 1, 6, 0.9999999999999999, 320, 0]",1.0
15,4948,0,"[1, 0, 3, 910, 140, 1, 6, 0, 910, 50]","[1, 0, 3, 910, 140, 1, 6, 0.9999999999999999, 910, 50]",1.0
16,2158,0,"[1, 0, 1, 280, 190, 1, 6, 0, 70, 150]","[1, 0, 1, 280, 190, 1, 6, 0.9999999999999999, 70, 150]",1.0
17,3035,1,"[0, 1, 2, 140, 70, 0, 6, 0, 80, 70]","[0, 1, 2, 140, 70, 0, 6, 0.9999999999999999, 80, 70]",1.0
18,2147,0,"[1, 0, 2, 4580, 210, 0, 0, 0, 4410, 210]","[1, 0, 2, 4580, 210, 0, 0, 0.9999999999999999, 4410, 210]",1.0
19,9104,1,"[0, 1, 3, 270, 80, 0, 6, 0, 170, 50]","[0, 1, 3, 270, 80, 0, 6, 0.9999999999999999, 170, 50]",1.0
20,586,1,"[0, 1, 1, 1050, 150, 0, 5, 0, 650, 60]","[0, 1, 1, 1050, 150, 0, 5, 0.9999999999999999, 650, 60]",1.0
21,9815,1,"[0, 1, 3, 850, 220, 0, 1, 0, 560, 220]","[0, 1, 3, 850, 220, 0, 1, 0.9999999999999999, 560, 220]",1.0
22,6209,1,"[0, 1, 2, 680, 60, 0, 6, 0, 660, 0]","[0, 1, 2, 680, 60, 0, 6, 0.9999999999999999, 660, 0]",1.0
23,4186,1,"[0, 1, 2, 890, 610, 0, 0, 0, 610, 240]","[0, 1, 2, 890, 610, 0, 0, 0.9999999999999999, 610, 240]",1.0
24,9510,1,"[0, 1, 3, 180, 50, 0, 6, 0, 140, 0]","[0, 1, 3, 180, 50, 0, 6, 0.9999999999999999, 140, 0]",1.0
25,3460,1,"[0, 1, 2, 1040, 60, 0, 4, 0, 1030, 40]","[0, 1, 2, 1040, 60, 0, 4.0, 0.9999999999999999, 1030, 40]",1.0
26,2124,1,"[0, 1, 3, 910, 70, 0, 4, 0, 710, 60]","[0, 1, 3, 910, 70, 0, 4, 0.9999999999999999, 710, 60]",1.0
27,6619,1,"[0, 1, 3, 10, 0, 0, 6, 0, 10, 0]","[0, 1, 3, 10, 0, 0, 6, 0.9999999999999999, 10, 0]",1.0
28,1736,1,"[0, 1, 3, 330, 30, 0, 6, 0, 330, 30]","[0, 1, 3, 330, 30, 0, 6, 0.9999999999999999, 330, 30]",1.0
29,7285,0,"[1, 0, 3, 140, 80, 1, 6, 0, 140, 60]","[1, 0, 3, 140, 80, 1, 6, 0.9999999999999999, 140, 60]",1.0
30,7308,0,"[1, 0, 1, 1800, 290, 1, 3, 0, 1800, 70]","[1, 0, 1, 1800, 290, 1, 3, 0.9999999999999999, 1800, 70]",1.0
31,8201,1,"[0, 1, 1, 30, 0, 0, 6, 0, 30, 0]","[0, 1, 1, 30, 0, 0, 6, 0.9999999999999999, 30, 0]",1.0
32,3369,0,"[1, 0, 1, 1310, 120, 0, 6, 0, 1150, 120]","[1, 0, 1, 1310, 120, 0, 6, 0.9999999999999999, 1150, 120]",1.0
33,2778,0,"[1, 0, 2, 260, 60, 1, 6, 0, 260, 40]","[1, 0, 2, 260, 60, 1, 6, 0.9999999999999999, 260, 40]",1.0
34,7886,1,"[0, 1, 3, 10, 0, 0, 6, 0, 10, 0]","[0, 1, 3, 10, 0, 0, 6, 0.9999999999999999, 10, 0]",1.0
