,datapoint,attr_val,data_values,flipset_values,score
0,7448,1,"[0, 1, 1, 4580, 210, 0, 0, 3, 4580, 210]","[0.0, 1.0, 1.0, 4580.0, 210.0, -0.0, -0.0, 3.0, 4580.0, 209.0]",0.5000804637280054
1,6823,0,"[1, 0, 3, 170, 150, 1, 6, 0, 170, 0]","[1.0, 0.0, 3.0, 170.0, 145.0, 1.0, 6.0, -0.0, 170.0, -0.0]",0.50008399146699
2,1352,1,"[0, 1, 3, 2070, 230, 0, 0, 0, 1730, 90]","[0.0, 1.0, 3.0, 2070.0, 230.0, -0.0, -0.0, -0.0, 1730.0, 89.0]",0.5001045074933385
3,3560,0,"[1, 0, 3, 4350, 180, 0, 0, 0, 3860, 150]","[1.0, 0.0, 3.0, 4350.0, 180.0, -0.0, -0.0, -0.0, 3860.0, 149.0]",0.5001165719588833
4,2545,0,"[1, 0, 3, 1100, 440, 0, 5, 0, 840, 150]","[1.0, 0.0, 3.0, 1100.0, 440.0, -0.0, 5.0, 0.0, 840.0, 149.0]",0.5001225645708998
5,6855,1,"[0, 1, 3, 2810, 150, 0, 0, 0, 2650, 0]","[0.0, 1.0, 3.0, 2810.0, 143.0, -0.0, -0.0, 0.0, 2650.0, -0.0]",0.5001280572176707
6,3974,1,"[0, 1, 2, 1950, 80, 0, 0, 0, 1950, 80]","[0.0, 1.0, 2.0, 1950.0, 80.0, -0.0, -0.0, -0.0, 1950.0, 79.0]",0.5001341354905424
7,37,0,"[0, 0, 1, 1880, 60, 0, 0, 0, 1880, 60]","[0.0, 0.0, 1.0, 1880.0, 60.0, -0.0, -0.0, -0.0, 1880.0, 59.0]",0.5001516317329024
8,5872,0,"[1, 0, 3, 7800, 310, 0, 0, 4, 7470, 310]","[1.0, 0.0, 3.0, 7800.0, 310.0, -0.0, -0.0, 4.0, 7470.0, 309.0]",0.5001530688715552
9,620,1,"[0, 1, 2, 1770, 150, 0, 4, 2, 1680, 150]","[0.0, 1.0, 2.0, 1770.0, 150.0, -0.0, 4.0, 2.0, 1680.0, 149.0]",0.5001688750268376
