,datapoint,attr_val,data_values,flipset_values,score
0,8321,0,"[1, 0, 2, 840, 840, 1, 6, 0, 20, 20]","[1.0, 0.0, 2.0, 840.0, 840.0, 1.0, 6.0, 1.0, 20.0, 20.0]",1.0
1,8592,0,"[0, 0, 2, 70, 0, 0, 6, 0, 70, 0]","[0.0, 0.0, 2.0, 70.0, -0.0, -0.0, 6.0, 1.0, 70.0, -0.0]",1.0
2,9911,0,"[1, 0, 2, 1500, 1500, 1, 6, 0, 10, 0]","[1.0, 0.0, 2.0, 1500.0, 1500.0, 1.0, 6.0, 1.0, 10.0, -0.0]",1.0
3,8622,0,"[1, 0, 2, 3170, 310, 0, 4, 0, 3170, 60]","[1.0, 0.0, 2.0, 3170.0, 310.0, -0.0, 4.0, 1.0, 3170.0, 60.0]",1.0
4,9439,0,"[1, 0, 2, 1680, 1650, 1, 2, 0, 1310, 40]","[1.0, 0.0, 2.0, 1680.0, 1650.0, 1.0, 2.0, 1.0, 1310.0, 40.0]",1.0
5,3784,0,"[1, 0, 2, 920, 400, 1, 5, 0, 690, 80]","[1.0, 0.0, 2.0, 920.0, 400.0, 1.0, 5.0, 1.0, 690.0, 80.0]",1.0
6,4835,0,"[1, 0, 2, 340, 80, 1, 6, 0, 340, 30]","[1.0, 0.0, 2.0, 340.0, 80.0, 1.0, 6.0, 1.0, 340.0, 30.0]",1.0
7,9764,0,"[1, 0, 2, 790, 340, 1, 6, 0, 170, 0]","[1.0, 0.0, 2.0, 790.0, 340.0, 1.0, 6.0, 1.0, 170.0, -0.0]",1.0
8,8684,0,"[1, 0, 2, 3380, 0, 0, 5, 0, 3380, 0]","[1.0, 0.0, 2.0, 3380.0, -0.0, -0.0, 5.0, 1.0, 3380.0, -0.0]",1.0
9,9890,0,"[0, 0, 2, 2680, 240, 0, 0, 0, 2510, 0]","[0.0, 0.0, 2.0, 2680.0, 240.0, -0.0, -0.0, 1.0, 2510.0, -0.0]",1.0
10,3677,0,"[1, 0, 3, 360, 360, 1, 6, 0, 330, 80]","[1.0, 0.0, 3.0, 360.0, 360.0, 1.0, 6.0, 1.0, 330.0, 80.0]",1.0
11,531,0,"[0, 0, 2, 810, 90, 0, 3, 0, 810, 50]","[0.0, 0.0, 2.0, 810.0, 90.0, -0.0, 3.0, 1.0, 810.0, 50.0]",1.0
12,8395,0,"[0, 0, 3, 50, 0, 0, 6, 0, 50, 0]","[0.0, 0.0, 3.0, 50.0, -0.0, -0.0, 6.0, 1.0, 50.0, -0.0]",1.0
13,4774,0,"[1, 0, 3, 2330, 190, 0, 6, 0, 2110, 80]","[1.0, 0.0, 3.0, 2330.0, 190.0, -0.0, 6.0, 1.0, 2110.0, 80.0]",1.0
14,37,0,"[0, 0, 1, 1880, 60, 0, 0, 0, 1880, 60]","[0.0, 0.0, 1.0, 1880.0, 60.0, -0.0, -0.0, -0.0, 1880.0, 59.0]",1.0
15,8477,0,"[1, 0, 1, 420, 40, 1, 6, 0, 420, 30]","[1.0, 0.0, 1.0, 420.0, 40.0, 1.0, 6.0, 1.0, 420.0, 30.0]",1.0
16,4209,0,"[1, 0, 1, 890, 460, 1, 6, 0, 890, 30]","[1.0, 0.0, 1.0, 890.0, 460.0, 1.0, 6.0, 1.0, 890.0, 30.0]",1.0
17,9875,0,"[0, 0, 1, 0, 0, 0, 6, 0, 0, 0]","[0.0, 0.0, 1.0, 0.0, -0.0, -0.0, 6.0, 1.0, 0.0, -0.0]",1.0
18,8759,0,"[1, 0, 3, 5850, 460, 0, 0, 0, 5850, 20]","[1.0, 0.0, 3.0, 5850.0, 460.0, -0.0, -0.0, 1.0, 5850.0, 20.0]",1.0
19,2424,0,"[1, 0, 2, 300, 310, 1, 6, 0, 220, 0]","[1.0, 0.0, 2.0, 300.0, 310.0, 1.0, 6.0, 1.0, 220.0, -0.0]",1.0
20,5376,1,"[0, 1, 2, 30, 0, 0, 6, 0, 30, 0]","[0.0, 1.0, 2.0, 30.0, -0.0, -0.0, 6.0, 1.0, 30.0, -0.0]",1.0
21,7653,1,"[0, 1, 2, 170, 30, 0, 6, 0, 170, 30]","[0.0, 1.0, 2.0, 170.0, 30.0, -0.0, 6.0, 1.0, 170.0, 30.0]",1.0
22,1802,0,"[1, 0, 2, 320, 200, 2, 4, 0, 320, 30]","[1.0, 0.0, 2.0, 320.0, 200.0, 2.0, 4.0, 1.0, 320.0, 30.0]",1.0
23,5380,1,"[0, 1, 2, 270, 40, 0, 6, 0, 220, 0]","[0.0, 1.0, 2.0, 270.0, 40.0, -0.0, 6.0, 1.0, 220.0, -0.0]",1.0
24,7602,0,"[1, 0, 1, 1250, 70, 1, 5, 0, 1250, 40]","[1.0, 0.0, 1.0, 1250.0, 70.0, 1.0, 5.0, 1.0, 1250.0, 40.0]",1.0
25,7584,1,"[0, 1, 2, 290, 50, 0, 6, 0, 290, 0]","[0.0, 1.0, 2.0, 290.0, 50.0, -0.0, 6.0, 1.0, 290.0, -0.0]",1.0
26,848,1,"[0, 1, 2, 1890, 150, 0, 2, 0, 1870, 60]","[0.0, 1.0, 2.0, 1890.0, 150.0, -0.0, 2.0, 1.0, 1870.0, 60.0]",1.0
27,7568,1,"[0, 1, 3, 80, 0, 0, 6, 0, 80, 0]","[0.0, 1.0, 3.0, 80.0, -0.0, -0.0, 6.0, 1.0, 80.0, -0.0]",1.0
28,2541,1,"[0, 1, 2, 1370, 30, 0, 4, 0, 1370, 30]","[0.0, 1.0, 2.0, 1370.0, 30.0, -0.0, 4.0, 1.0, 1370.0, 30.0]",1.0
29,5419,1,"[0, 1, 3, 20, 0, 0, 6, 0, 20, 0]","[0.0, 1.0, 3.0, 20.0, -0.0, -0.0, 6.0, 1.0, 20.0, -0.0]",1.0
30,3035,1,"[0, 1, 2, 140, 70, 0, 6, 0, 80, 70]","[0.0, 1.0, 2.0, 140.0, 70.0, -0.0, 6.0, 1.0, 80.0, 70.0]",1.0
31,7548,1,"[0, 1, 2, 1460, 1220, 1, 5, 1, 210, 0]","[0.0, 1.0, 2.0, 1460.0, 1220.0, 0.0, 5.0, 1.0, 210.0, -0.0]",1.0
