,datapoint,attr_val,score
,4274,1,0.0007233545606462518
,4325,0,0.000808000053332111
,2149,1,0.0012619490383271475
,4825,0,0.0013209604566393235
,4720,1,0.002289860150533829
,8321,0,0.002972422845834613
,5618,0,0.003881925703304215
,9562,1,0.00407519606801982
,4755,0,0.0042143704739969114
,1232,0,0.004713266053703944
,6428,1,0.005393134466124806
,6402,0,0.005515733259758522
,1341,1,0.006929227705322891
,9492,0,0.007180382287089795
,7044,1,0.008418014623326591
,8768,1,0.008460887956110587
,9796,0,0.008750077515190104
,6664,1,0.008952783334793355
,3677,0,0.01667954819242852
,6885,0,0.01680246138863009
,9080,1,0.017079621294866138
,7646,0,0.01731575372707847
,5023,0,0.01759496520039555
,1657,1,0.018844408150464783
,9154,1,0.019008960336950747
,3959,1,0.019672653640843515
,6182,0,0.020045171518807657
,5951,0,0.02004892202620564
,4693,0,0.022336106265440726
,8040,1,0.02275618890202241
,6115,1,0.023038604879540358
,3291,0,0.02453699040618809
,7996,1,0.029437911212859005
,4678,1,0.03368780530707448
,8591,1,0.033841551421489986
,4305,1,0.035346994412193626
,9607,0,0.03643359292647615
,96,1,0.03648909744527617
,2905,1,0.03808466932330831
,5341,0,0.03974376986082004
,3821,1,0.0500309656781936
,647,0,0.05004872709250642
,7220,0,0.050279148825777116
,2733,0,0.050306493906675784
,2852,1,0.05054106513470594
,5094,1,0.05074599267196322
,5877,1,0.05457765189252437
,5356,1,0.06752219845745026
,4249,0,0.07214661881457134
,1088,1,0.07253816429969558
