,datapoint,attr_val,score
,528,0,1.0
,569,0,1.0
,503,1,1.0
,578,0,1.0
,367,0,1.0
,378,1,1.0
,387,1,1.0
,998,1,1.0
,924,0,1.0
,927,1,1.0
,937,0,1.0
,946,1,1.0
,887,1,1.0
,666,1,1.0
,721,0,1.0
,722,0,1.0
,813,1,1.0
,821,0,1.0
,355,1,1.0
,181,0,1.0
,167,0,1.0
,255,1,1.0
,112,1,1.0
,73,0,1.0
,59,0,1.0
,35,1,1.0
,287,1,1.0
,284,0,1.0
,272,1,1.0
,334,1,1.0
,328,1,1.0
,145,1,1.4142135623730951
,866,0,1.4142135623730951
,911,0,1.4142135623730951
,101,1,1.4142135623730951
,727,0,1.4142135623730951
,862,0,1.4142135623730951
,583,1,1.4142135623730951
,616,1,1.4142135623730951
,273,1,1.7320508075688772
,896,0,2.0
,704,0,2.0
,466,0,2.0
,18,0,2.23606797749979
,952,0,2.23606797749979
,359,0,2.23606797749979
,538,1,2.23606797749979
,739,0,2.23606797749979
,116,0,7.14142842854285
,230,1,24.041630560342607
