,datapoint,attr_val,score
,334,1,1.0
,291,0,1.0
,339,0,1.0
,286,1,1.0
,333,0,1.0
,999,1,1.0
,257,0,1.0
,10,0,1.0
,11,0,1.0
,63,1,1.0
,67,0,1.0
,112,1,1.0
,166,0,1.0
,342,0,1.0
,474,0,1.0
,640,0,1.0
,771,0,1.0
,736,0,1.0
,701,1,1.0
,983,1,1.0
,966,1,1.0
,953,0,1.0
,938,1,1.0
,998,1,1.0
,462,0,1.0
,395,1,1.0
,387,1,1.0
,378,1,1.0
,375,0,1.0
,367,0,1.0
,481,1,1.0
,496,1,1.0
,630,0,1.0
,570,0,1.0
,235,1,1.4142135623730951
,242,1,1.4142135623730951
,840,1,1.4142135623730951
,407,0,1.4142135623730951
,761,0,1.4142135623730951
,101,1,1.4142135623730951
,95,1,1.4142135623730951
,832,1,1.7320508075688772
,612,0,1.7320508075688772
,79,0,1.7320508075688772
,789,1,2.23606797749979
,522,1,2.23606797749979
,728,0,2.23606797749979
,739,0,2.23606797749979
,996,0,2.23606797749979
,973,1,2.23606797749979
