,datapoint,attr_val,score
,1945,1,0.5022924224622582
,4747,1,0.5025786612685107
,5986,0,0.5073544479665301
,4128,1,0.5087176235239849
,7005,1,0.5094698916725812
,2927,1,0.5099604749475704
,3276,1,0.5108992880247779
,1373,1,0.5117525733335242
,7207,1,0.5154068154882298
,6535,1,0.5164495525764923
,4225,1,0.5168019305236274
,8272,1,0.5185823016941302
,229,0,0.5211736498370022
,9676,1,0.5290870723917247
,6637,1,0.5298493964453426
,4391,1,0.5304991524104925
,9691,0,0.5314284385929169
,1673,0,0.5339346013549688
,9985,1,0.5349435316641554
,4220,0,0.541651468821005
,6583,0,0.5428572935086561
,9766,1,0.5510856317253758
,6969,1,0.5516587208117776
,6479,0,0.5572925266185901
,2632,0,0.5617058629112761
,678,0,0.5706536647604888
,6617,0,0.5707616509060469
,7821,0,0.5805138346619267
,2558,1,0.5843965187035038
,2172,0,0.5854399256162417
,88,1,0.5885418760266871
,2111,1,0.5936823505882187
,5801,1,0.5952775928098382
,6301,1,0.5996482133064174
,2250,1,0.6114657483512985
,313,1,0.6126115560655303
,5511,0,0.618839341034533
,6739,1,0.6201454746687365
,6551,1,0.6236329725241583
,1818,1,0.6243001375780808
,2676,1,0.6385154819650292
,4420,0,0.6443632432973411
,6800,0,0.6611107641327226
,265,1,0.6613905070423514
,1363,1,0.679486144736235
,5210,1,0.6972760745643594
,3583,0,0.6975224566262199
,6896,1,0.7051537101299883
,9437,1,0.7167716349138973
,390,1,0.7904326207219209
