,datapoint,attr_val,score
,528,0,1.0
,545,1,1.0
,570,0,1.0
,593,0,1.0
,496,1,1.0
,477,1,1.0
,375,0,1.0
,639,1,1.0
,945,0,1.0
,950,0,1.0
,983,1,1.0
,985,0,1.0
,986,0,1.0
,829,1,1.0
,735,0,1.0
,818,0,1.0
,205,1,1.0
,130,0,1.0
,87,1,1.0
,76,1,1.0
,15,0,1.0
,333,0,1.0
,320,0,1.0
,285,0,1.0
,339,0,1.0
,291,0,1.0
,293,1,1.0
,866,0,1.4142135623730951
,95,1,1.4142135623730951
,101,1,1.4142135623730951
,819,0,1.4142135623730951
,862,0,1.4142135623730951
,840,1,1.4142135623730951
,242,1,1.4142135623730951
,616,1,1.4142135623730951
,707,0,1.4142135623730951
,612,0,1.7320508075688772
,273,1,1.7320508075688772
,926,0,1.7320508075688772
,832,1,1.7320508075688772
,896,0,2.0
,704,0,2.0
,301,0,2.0
,973,1,2.23606797749979
,44,0,2.23606797749979
,538,1,2.23606797749979
,728,0,2.23606797749979
,714,1,2.23606797749979
,500,0,2.23606797749979
,321,0,2.23606797749979
