,datapoint,attr_val,score
,10,0,1.0
,985,0,1.0
,197,0,1.0
,111,0,1.0
,998,1,1.0
,556,0,1.0
,650,1,1.0
,660,0,1.0
,666,1,1.0
,893,1,1.0
,339,0,1.0
,474,0,1.0
,367,0,1.0
,937,0,1.0
,201,0,1.0
,503,1,1.0
,481,1,1.0
,813,1,1.0000000000000002
,235,1,1.4142135623730951
,191,1,2.0
,926,0,2.0
,289,0,2.0
,397,0,2.0
,438,1,2.0
,789,1,2.0
,707,0,2.0
,761,0,2.0
,79,0,2.0
,993,1,2.0
,996,0,2.0
,321,0,2.23606797749979
,44,0,2.23606797749979
,255,1,4.0
,101,1,4.123105625617661
,569,0,10.198039027185569
,578,0,12.247448713915892
,359,0,49.04079934095692
,570,0,187.0106948813356
,771,0,188.01063799689632
,154,1,194.0
,152,1,455.00549447231947
,924,0,651.0
,945,0,757.068689089702
,736,0,1613.001239925128
,295,0,1669.0119831804684
,927,1,2006.0099700649546
,272,1,2774.0001802451275
,744,1,5750.0
,714,1,5874.037878665748
,915,0,10547.000047406846
