,datapoint,attr_val,score
,154,1,0.5044295055983219
,953,0,0.5047547985083594
,545,1,0.505296880891992
,821,0,0.5054660093034082
,10,0,0.5067707238941122
,181,0,0.509054505942656
,950,0,0.5090582235438219
,637,1,0.5099757751859562
,922,0,0.5137197557523703
,924,0,0.5146948648004779
,535,0,0.5151466122528235
,630,0,0.5165599541486401
,112,1,0.5175487845784137
,416,1,0.5231935013440654
,481,1,0.5278001908410084
,118,0,0.5311299747644496
,73,0,0.5360981921513057
,639,1,0.5396484671789823
,67,0,0.5396731539133931
,477,1,0.5414300852489489
,666,1,0.5462956505442538
,167,0,0.5463171756761552
,721,0,0.5465018678432927
,503,1,0.5497216912296619
,387,1,0.5500206310448591
,813,1,0.5576683327094544
,166,0,0.5585154212625418
,831,0,0.5672514664915597
,218,0,0.5705116339685736
,312,0,0.5760854219661121
,466,0,0.5768600434952754
,235,1,0.5853282891676164
,596,0,0.5883502855148808
,43,0,0.5933414717781881
,761,0,0.5980550527063142
,840,1,0.6156248652021011
,766,0,0.6276915487022591
,284,0,0.6374800248787347
,926,0,0.6379790304172867
,570,0,0.660462078352001
,952,0,0.6770486873078201
,141,0,0.6856804343619982
,999,1,0.7112994129998059
,59,0,0.7169429122368309
,295,0,0.7301616331704683
,35,1,0.7317504521869951
,528,0,0.739235218423
,320,0,0.7508662270870627
,714,1,0.8660255940286885
,332,0,0.8997057000690848
