,datapoint,attr_val,score
,201,0,1.0
,166,0,1.0
,821,0,1.0
,368,1,1.0
,328,1,1.0
,862,0,1.0
,347,0,1.0
,666,1,1.0
,640,0,1.0
,783,0,1.0
,556,0,1.0
,477,1,1.0
,946,1,1.0
,167,0,1.0
,118,0,1.0
,922,0,1.0
,229,1,1.0
,623,0,1.4142135623730951
,727,0,1.4142135623730951
,996,0,2.0
,79,0,2.0
,612,0,2.0
,446,0,2.0
,866,0,2.0
,230,1,2.0
,840,1,2.0000000000000004
,320,0,4.0
,255,1,4.0
,616,1,5.0990195135927845
,728,0,5.385164807134505
,375,0,8.0
,11,0,25.592967784139447
,525,1,89.00561780022652
,999,1,149.2849624041216
,538,1,162.0401184892186
,570,0,187.0106948813356
,983,1,904.0022123866735
,9,0,945.0084655705472
,208,0,1037.000482159965
,812,1,1200.0016666655092
,205,1,1228.0
,291,0,1521.0016436546018
,805,1,1532.0
,736,0,1613.001239925128
,395,1,1675.000298507436
,927,1,2006.0099700649546
,496,1,2123.000471031507
,87,1,2527.0
,744,1,5750.0
,818,0,9774.000051156128
