,datapoint,attr_val,score
,6388,1,0.5007390628400852
,6345,0,0.5025479860491058
,2674,1,0.5043451934824762
,391,1,0.5090684187896354
,1478,1,0.510184610666248
,7440,0,0.5102585589304239
,7605,0,0.510531639018009
,5727,1,0.5108992880247779
,5116,1,0.5125586165676659
,9439,0,0.5130466730124231
,7534,0,0.5324542110030377
,7491,1,0.534598025929476
,2048,0,0.5352917372436576
,4135,1,0.5444549340089012
,1870,0,0.5461719217129204
,5343,0,0.5481805167824699
,2889,1,0.5497889145139375
,1894,1,0.5504081394028917
,2251,0,0.5568885228145344
,3274,1,0.5572665506064499
,7148,1,0.5589152510223587
,261,1,0.5590782491834845
,520,1,0.5593177344504061
,1701,1,0.5622505199385565
,7187,1,0.5861791119617872
,9321,1,0.5887960968906216
,1504,1,0.5947666792701591
,1793,0,0.6042781061825875
,257,1,0.6068291126566918
,5386,0,0.6107280947232779
,9041,1,0.6216198230678972
,643,0,0.6256690274442609
,5916,1,0.629589075021046
,3101,0,0.6318123728237521
,1353,1,0.6350190372369284
,4981,1,0.6373454505002105
,2676,1,0.6385154819650292
,1273,1,0.6403276589763442
,2576,1,0.6414286236257705
,3518,1,0.6420755303170151
,2786,1,0.6468105649474838
,4351,0,0.6487086612154147
,441,1,0.6646371031350833
,4911,0,0.6663390448553302
,6888,1,0.6721063739093804
,3205,0,0.681081487368389
,2757,0,0.6906822396126072
,5208,1,0.6917343399093314
,4568,0,0.7107205332017145
,9,1,0.7205492838671678
