,datapoint,attr_val,score
,503,1,1.0
,937,0,1.0
,166,0,1.0
,474,0,1.0
,339,0,1.0
,328,1,1.0
,315,1,1.0
,312,0,1.0
,309,0,1.0
,347,0,1.0
,640,0,1.0
,607,0,1.0
,593,0,1.0
,783,0,1.0
,556,0,1.0
,118,0,1.0
,67,0,1.0
,813,1,1.0000000000000002
,727,0,1.4142135623730951
,235,1,1.4142135623730951
,761,0,2.0
,707,0,2.0
,29,1,2.0
,612,0,2.0
,397,0,2.0
,273,1,2.0
,131,1,2.0
,230,1,2.0
,191,1,2.0
,504,0,2.23606797749979
,814,1,2.8284271247461903
,829,1,6.0
,375,0,8.0
,444,0,8.06225774829855
,578,0,12.247448713915892
,677,0,33.07567081708245
,819,0,92.00543462209177
,973,1,111.46748404803976
,570,0,187.0106948813356
,771,0,188.01063799689632
,953,0,199.0
,334,1,235.0
,291,0,1521.0016436546018
,736,0,1613.001239925128
,295,0,1669.0119831804684
,18,0,2218.000225428302
,87,1,2527.0
,272,1,2774.0001802451275
,714,1,5874.037878665748
,95,1,8344.001198465878
