,datapoint,attr_val,score
,1223,0,0.500882152971676
,8297,1,0.5034465441673001
,692,1,0.5086266743905985
,9070,1,0.5094698916725812
,8358,1,0.5103888843814999
,7662,1,0.5108992880247779
,2744,1,0.5108992880247779
,2195,0,0.5123733953173976
,2184,1,0.5177268860799493
,2820,1,0.5198069548418154
,6912,1,0.5202076643815723
,6653,0,0.5347237492744567
,4564,0,0.5353202764136747
,9174,0,0.53820573922143
,7804,0,0.5436617533943304
,3774,1,0.5441352844432614
,6544,0,0.5456770389946028
,4435,1,0.5488477816361466
,696,1,0.5567295016359284
,191,1,0.5576785219760646
,1473,0,0.5591811705900025
,6277,1,0.5686614367307667
,170,1,0.5706037386957378
,5585,0,0.5716072478526297
,618,0,0.579083874386527
,6597,1,0.5872834263594646
,2399,1,0.5934284092276112
,2661,0,0.5975006248035013
,1822,1,0.599505853953942
,2289,1,0.6018270389814928
,411,1,0.6039468248991036
,1480,0,0.6077205162399447
,3497,1,0.6156904735697455
,7457,1,0.6226608921056604
,560,1,0.6240783442919484
,5414,1,0.6253131335595534
,8515,1,0.6261176749781792
,2807,1,0.6261586252215623
,4762,1,0.6348871722363272
,5222,1,0.6431980939100019
,4010,1,0.6462548168199514
,8440,1,0.6634695511119383
,165,1,0.6637854106408936
,9833,1,0.6691840434223237
,2488,1,0.6782255232463126
,4178,0,0.7029732253964235
,7770,0,0.7309596328868035
,8693,1,0.7451978155194491
,528,1,0.7862492923723926
,3829,1,0.9517988448846624
