,datapoint,attr_val,score
,272,1,1.0
,320,0,1.0
,999,1,1.0
,11,0,1.0
,15,0,1.0
,35,1,1.0
,63,1,1.0
,87,1,1.0
,255,1,1.0
,347,0,1.0
,166,0,1.0
,201,0,1.0
,342,0,1.0
,474,0,1.0
,812,1,1.0
,771,0,1.0
,701,1,1.0
,953,0,1.0
,950,0,1.0
,938,1,1.0
,937,0,1.0
,935,1,1.0
,650,1,1.0
,462,0,1.0
,446,0,1.0
,438,1,1.0
,397,0,1.0
,387,1,1.0
,593,0,1.0
,1,0,1.0
,338,1,1.4142135623730951
,312,0,1.4142135623730951
,616,1,1.4142135623730951
,623,0,1.4142135623730951
,862,0,1.4142135623730951
,819,0,1.4142135623730951
,788,1,1.4142135623730951
,766,0,1.4142135623730951
,101,1,1.4142135623730951
,95,1,1.4142135623730951
,145,1,1.4142135623730951
,815,0,1.7320508075688772
,273,1,1.7320508075688772
,466,0,2.0
,321,0,2.23606797749979
,522,1,2.23606797749979
,500,0,2.23606797749979
,714,1,2.23606797749979
,952,0,2.23606797749979
,230,1,24.041630560342607
