,datapoint,attr_val,score
,1582,1,1.0
,4036,1,1.0
,6535,1,1.0
,9127,1,1.0
,3276,1,1.0
,7973,1,1.0
,1905,1,1.0
,9719,1,1.0
,5521,1,1.0
,258,1,1.0
,219,1,1.0000000000000002
,765,0,1.4142135623730951
,7747,1,1.4142135623730951
,9774,0,2.0
,3165,1,2.0
,1324,1,2.0
,7824,0,2.0
,6274,1,2.0
,2539,0,2.0000000000000004
,3391,1,2.23606797749979
,9758,1,2.23606797749979
,590,1,3.0
,953,1,3.0
,7626,0,3.0
,2352,0,3.0
,1131,1,3.1622776601683795
,2942,0,3.1622776601683795
,2296,0,3.6055512754639887
,7639,1,4.0
,4366,1,4.0
,5956,1,4.0
,6114,1,4.0
,1859,1,4.0
,5367,1,4.123105625617661
,4011,1,4.47213595499958
,2853,1,5.0
,4187,0,21.02379604162864
,3920,0,211.06160238186385
,1755,0,251.05178748616788
,5396,1,352.0
,4930,0,770.075320991395
,1471,0,772.3503091214503
,9356,1,1060.0
,4642,1,1091.3981858148748
,4326,1,1724.1885047755075
,4040,1,2105.445558545744
,2200,0,2170.0009216587905
,2611,1,2200.4810837632763
,8696,0,2220.0
,4201,1,9760.001280737615
