,datapoint,attr_val,score
,988,1,1.0
,67,0,1.0
,922,0,1.0
,966,1,1.0
,116,0,1.0
,545,1,1.0
,556,0,1.0
,618,0,1.0
,660,0,1.0
,701,1,1.0
,466,0,1.0
,387,1,1.0
,862,0,1.0
,309,0,1.0
,735,0,1.0
,367,0,1.0
,201,0,1.0
,203,0,1.0
,813,1,1.0000000000000002
,407,0,1.4142135623730951
,289,0,2.0
,131,1,2.0
,273,1,2.0
,911,0,2.0
,29,1,2.0
,470,0,2.0
,500,0,2.23606797749979
,739,0,2.23606797749979
,44,0,2.23606797749979
,704,0,2.23606797749979
,616,1,5.0990195135927845
,35,1,7.3484692283495345
,706,1,63.22973983814894
,538,1,162.0401184892186
,771,0,188.01063799689632
,154,1,194.0
,334,1,235.0
,152,1,455.00549447231947
,59,0,1388.0241352368482
,295,0,1669.0119831804684
,496,1,2123.000471031507
,333,0,2333.0
,832,1,2835.0017636678813
,332,0,2981.194894668915
,274,0,3569.000140095262
,63,1,3784.000528541189
,381,0,5237.000095474506
,374,0,5249.007811005808
,887,1,5311.0003765769015
,378,1,5337.0
