,datapoint,attr_val,score
,1,0,1.0
,545,1,1.0
,607,0,1.0
,593,0,1.0
,496,1,1.0
,477,1,1.0
,378,1,1.0
,381,0,1.0
,387,1,1.0
,364,1,1.0
,650,1,1.0
,946,1,1.0
,829,1,1.0
,736,0,1.0
,771,0,1.0
,805,1,1.0
,355,1,1.0
,205,1,1.0
,201,0,1.0
,197,0,1.0
,166,0,1.0
,154,1,1.0
,347,0,1.0
,112,1,1.0
,87,1,1.0
,35,1,1.0
,10,0,1.0
,9,0,1.0
,999,1,1.0
,287,1,1.0
,285,0,1.0
,295,0,1.0
,328,1,1.0
,43,0,1.4142135623730951
,866,0,1.4142135623730951
,101,1,1.4142135623730951
,761,0,1.4142135623730951
,788,1,1.4142135623730951
,862,0,1.4142135623730951
,583,1,1.4142135623730951
,596,0,1.4142135623730951
,153,0,1.4142135623730951
,677,0,1.4142135623730951
,79,0,1.7320508075688772
,273,1,1.7320508075688772
,926,0,1.7320508075688772
,301,0,2.0
,728,0,2.23606797749979
,191,1,2.23606797749979
,332,0,2.449489742783178
