,datapoint,attr_val,score
,821,0,0.5054660093034082
,722,0,0.5104938395577758
,397,0,0.5128590430483491
,922,0,0.5137197557523703
,462,0,0.5143040124755109
,535,0,0.5151466122528235
,339,0,0.516302379960514
,112,1,0.5175487845784137
,293,1,0.5191433977598641
,7,1,0.5232931268568394
,660,0,0.5260945892082292
,640,0,0.5368767505333111
,829,1,0.5388190820049101
,610,0,0.5392549735654744
,556,0,0.5395071987334735
,167,0,0.5463171756761552
,86,0,0.5486802391954138
,503,1,0.5497216912296619
,375,0,0.5535539826318236
,813,1,0.5576683327094544
,166,0,0.5585154212625418
,862,0,0.5692905460135766
,466,0,0.5768600434952754
,235,1,0.5853282891676164
,623,0,0.5859113722377015
,866,0,0.5893530892316956
,704,0,0.5902550145277734
,101,1,0.6006073398901728
,896,0,0.6022120743428252
,289,0,0.6069223718923085
,616,1,0.6098885717637743
,993,1,0.6115629260051213
,840,1,0.6156248652021011
,395,1,0.6218046005388814
,79,0,0.6373823473201959
,926,0,0.6379790304172867
,612,0,0.638942776726062
,272,1,0.6511612482288911
,191,1,0.6535941649287391
,359,0,0.6568824491878453
,771,0,0.6582838516619911
,812,1,0.6840674408378721
,728,0,0.6842005006193621
,986,0,0.6915439371772796
,291,0,0.7280452027383496
,945,0,0.7302440405777939
,63,1,0.7433216378462147
,286,1,0.7473648889392641
,11,0,0.7826670862894654
,915,0,0.8151996892552515
