,datapoint,attr_val,score
,988,1,1.0
,67,0,1.0
,966,1,1.0
,118,0,1.0
,935,1,1.0
,86,0,1.0
,111,0,1.0
,116,0,1.0
,130,0,1.0
,946,1,1.0
,338,1,1.0
,462,0,1.0
,477,1,1.0
,618,0,1.0
,666,1,1.0
,701,1,1.0
,466,0,1.0
,347,0,1.0
,862,0,1.0
,312,0,1.0
,315,1,1.0
,328,1,1.0
,604,0,1.0
,416,1,1.0
,535,0,1.0000000000000002
,407,0,1.4142135623730951
,230,1,2.0
,583,1,2.0
,707,0,2.0
,761,0,2.0
,814,1,2.8284271247461903
,145,1,5.0990195135927845
,522,1,5.385164807134505
,728,0,5.385164807134505
,444,0,8.06225774829855
,528,0,9.273618495495704
,569,0,10.198039027185569
,706,1,63.22973983814894
,301,0,67.01492371106603
,999,1,149.2849624041216
,538,1,162.0401184892186
,181,0,166.00301202086666
,43,0,518.000965250066
,945,0,757.068689089702
,812,1,1200.0016666655092
,637,1,1428.0
,395,1,1675.000298507436
,272,1,2774.0001802451275
,381,0,5237.000095474506
,744,1,5750.0
