,datapoint,attr_val,score
,10,0,1.0
,67,0,1.0
,985,0,1.0
,118,0,1.0
,86,0,1.0
,257,0,1.0
,783,0,1.0
,610,0,1.0
,639,1,1.0
,660,0,1.0
,387,1,1.0
,309,0,1.0
,312,0,1.0
,328,1,1.0
,339,0,1.0
,355,1,1.0
,821,0,1.0
,416,1,1.0
,407,0,1.4142135623730951
,727,0,1.4142135623730951
,926,0,2.0
,230,1,2.0
,911,0,2.0
,612,0,2.0
,761,0,2.0
,79,0,2.0
,993,1,2.0
,470,0,2.0
,504,0,2.23606797749979
,141,0,2.23606797749979
,704,0,2.23606797749979
,522,1,5.385164807134505
,829,1,6.0
,76,1,7.280109889280517
,819,0,92.00543462209177
,973,1,111.46748404803976
,181,0,166.00301202086666
,953,0,199.0
,986,0,206.07037632808846
,334,1,235.0
,43,0,518.000965250066
,208,0,1037.000482159965
,205,1,1228.0
,805,1,1532.0
,295,0,1669.0119831804684
,272,1,2774.0001802451275
,332,0,2981.194894668915
,374,0,5249.007811005808
,714,1,5874.037878665748
,915,0,10547.000047406846
