,datapoint,attr_val,score
,8457,1,1.0
,3831,1,1.0
,6467,1,1.0
,8292,1,1.0
,2107,1,1.0
,9589,1,1.0
,5770,1,1.0
,9562,1,1.0
,4768,1,2.0
,379,1,2.0
,5799,1,2.0000000000000004
,4861,1,2.23606797749979
,6416,1,2.23606797749979
,4411,1,2.23606797749979
,5732,1,2.23606797749979
,2765,1,2.23606797749979
,1781,0,2.23606797749979
,4007,1,3.0
,839,0,4.0
,97,1,4.123105625617661
,7104,1,5.0
,2628,1,5.0
,8933,1,5.385164807134505
,7508,1,8.94427190999916
,4911,0,9.486832980505136
,5926,1,30.331501776206203
,437,1,56.25833271614081
,8217,1,60.83584469702052
,1651,1,190.02368273454758
,222,1,200.0
,1545,0,206.00970850908942
,4537,0,210.0
,1597,0,280.00892842907706
,404,1,300.0
,9150,1,300.00166666203705
,3855,1,350.0
,6866,1,400.0
,4799,0,480.0010416655363
,5692,0,617.317584392345
,4061,0,810.0
,2608,1,830.0
,8093,1,830.5443997764357
,894,1,870.0051723984174
,1884,0,1082.601034545968
,8476,1,1570.0012738848334
,1674,0,1921.388300162151
,874,1,2002.1181283830385
,5954,0,2250.0
,1105,1,4930.380309874687
,4103,1,5023.875595593506
