,datapoint,attr_val,score
,821,0,1.0
,368,1,1.0
,364,1,1.0
,474,0,1.0
,315,1,1.0
,722,0,1.0
,462,0,1.0
,257,0,1.0
,946,1,1.0
,950,0,1.0
,73,0,1.0
,118,0,1.0
,229,1,1.0
,10,0,1.0
,813,1,1.0000000000000002
,896,0,2.0
,79,0,2.0
,789,1,2.0
,446,0,2.0
,273,1,2.0
,866,0,2.0
,230,1,2.0
,293,1,3.0
,101,1,4.123105625617661
,194,1,5.0990195135927845
,728,0,5.385164807134505
,76,1,7.280109889280517
,35,1,7.3484692283495345
,444,0,8.06225774829855
,528,0,9.273618495495704
,578,0,12.247448713915892
,938,1,19.104973174542803
,706,1,63.22973983814894
,819,0,92.00543462209177
,538,1,162.0401184892186
,771,0,188.01063799689632
,154,1,194.0
,788,1,279.0017921089397
,43,0,518.000965250066
,1,0,558.0761596771538
,924,0,651.0
,945,0,757.068689089702
,983,1,904.0022123866735
,637,1,1428.0
,496,1,2123.000471031507
,272,1,2774.0001802451275
,381,0,5237.000095474506
,378,1,5337.0
,744,1,5750.0
,915,0,10547.000047406846
