,datapoint,attr_val,score
,15,0,1.0
,935,1,1.0
,946,1,1.0
,257,0,1.0
,556,0,1.0
,593,0,1.0
,618,0,1.0
,650,1,1.0
,666,1,1.0
,721,0,1.0
,722,0,1.0
,893,1,1.0
,367,0,1.0
,368,1,1.0
,166,0,1.0
,535,0,1.0000000000000002
,727,0,1.4142135623730951
,191,1,2.0
,289,0,2.0
,815,0,2.0
,273,1,2.0
,766,0,2.0
,583,1,2.0
,761,0,2.0
,993,1,2.0
,996,0,2.0
,470,0,2.0
,321,0,2.23606797749979
,44,0,2.23606797749979
,814,1,2.8284271247461903
,293,1,3.0
,728,0,5.385164807134505
,375,0,8.0
,286,1,10.246950765959598
,578,0,12.247448713915892
,359,0,49.04079934095692
,301,0,67.01492371106603
,973,1,111.46748404803976
,538,1,162.0401184892186
,570,0,187.0106948813356
,1,0,558.0761596771538
,945,0,757.068689089702
,983,1,904.0022123866735
,812,1,1200.0016666655092
,59,0,1388.0241352368482
,395,1,1675.000298507436
,87,1,2527.0
,272,1,2774.0001802451275
,63,1,3784.000528541189
,818,0,9774.000051156128
