,datapoint,attr_val,score
,4825,0,0.0013209604566393235
,2766,0,0.0013309734624598944
,1598,1,0.00172485863449286
,4511,1,0.0019519908725848512
,7413,0,0.005745868124829162
,3694,0,0.0057702612072551215
,1467,0,0.005932696728265673
,6692,0,0.0064856417721366405
,3210,0,0.006717654785699879
,1973,1,0.008185053380782919
,2243,0,0.008610899742128048
,5354,1,0.009027680300662816
,1557,1,0.009891097759192174
,1270,0,0.010533733367424884
,3230,0,0.011818623778341949
,1989,1,0.016666666666666666
,6864,0,0.0169204406418311
,313,1,0.017152211668633545
,7646,0,0.01731575372707847
,5342,0,0.017961866786684134
,8494,1,0.018332490140343344
,1707,1,0.01937617320919689
,5806,0,0.01970495596021289
,9048,0,0.01997721716667879
,2244,0,0.022629326599457548
,1355,1,0.024553622837304032
,1847,1,0.025704038177084276
,2351,1,0.02951505558975248
,2084,1,0.033435372112371964
,6794,1,0.033793102053004224
,3105,0,0.035013105618170136
,8495,0,0.03627856409500421
,1610,0,0.03753703775772962
,2905,1,0.03808466932330831
,997,0,0.03820663112803846
,6740,0,0.0400622122061304
,2111,1,0.04010035556804726
,9463,0,0.04430242923288395
,149,1,0.045513882716426084
,1624,1,0.050039438432867615
,9558,0,0.05013253740983696
,9895,1,0.050272249627307315
,5157,1,0.05162041253145984
,6166,1,0.054390642412205085
,6108,0,0.06098551373534605
,4120,1,0.06869794496797317
,4286,1,0.07021176623965468
,2395,1,0.07166699135069056
,5323,1,0.08369924864560346
,4535,1,0.10587747385763144
