,datapoint,attr_val,score
,953,0,0.5047547985083594
,334,1,0.5051722221927701
,181,0,0.509054505942656
,367,0,0.509541704900551
,722,0,0.5104938395577758
,438,1,0.5125149377427254
,922,0,0.5137197557523703
,535,0,0.5151466122528235
,364,1,0.5224036651433801
,7,1,0.5232931268568394
,607,0,0.5276818206749594
,618,0,0.5278635033279322
,118,0,0.5311299747644496
,805,1,0.5384005426684471
,610,0,0.5392549735654744
,67,0,0.5396731539133931
,701,1,0.5415837356688114
,130,0,0.5483159692110997
,946,1,0.5500039144217095
,375,0,0.5535539826318236
,813,1,0.5576683327094544
,593,0,0.5587005298733044
,935,1,0.5625038764433632
,988,1,0.5694062350441753
,116,0,0.5734015325444712
,194,1,0.5748256387491204
,338,1,0.5791257067028637
,623,0,0.5859113722377015
,866,0,0.5893530892316956
,704,0,0.5902550145277734
,707,0,0.612031935140039
,395,1,0.6218046005388814
,583,1,0.6247507637849796
,766,0,0.6276915487022591
,444,0,0.6296523198890231
,996,0,0.637071048507051
,79,0,0.6373823473201959
,44,0,0.6609880840834879
,500,0,0.6621101792925584
,496,1,0.6730731673723573
,952,0,0.6770486873078201
,983,1,0.6774733217267099
,538,1,0.6777475837557854
,522,1,0.6836515569376914
,739,0,0.6878472769812534
,986,0,0.6915439371772796
,973,1,0.6951457762338039
,76,1,0.6971213717155617
,569,0,0.7134925156317938
,59,0,0.7169429122368309
