,datapoint,attr_val,score
,201,0,1.0
,367,0,1.0
,735,0,1.0
,309,0,1.0
,650,1,1.0
,634,0,1.0
,618,0,1.0
,610,0,1.0
,593,0,1.0
,998,1,1.0
,257,0,1.0
,338,1,1.0
,946,1,1.0
,167,0,1.0
,118,0,1.0
,966,1,1.0
,727,0,1.4142135623730951
,407,0,1.4142135623730951
,896,0,2.0
,470,0,2.0
,996,0,2.0
,397,0,2.0
,131,1,2.0
,926,0,2.0
,321,0,2.23606797749979
,739,0,2.23606797749979
,101,1,4.123105625617661
,145,1,5.0990195135927845
,728,0,5.385164807134505
,829,1,6.0
,242,1,6.0827625302982185
,528,0,9.273618495495704
,578,0,12.247448713915892
,938,1,19.104973174542803
,359,0,49.04079934095692
,771,0,188.01063799689632
,986,0,206.07037632808846
,152,1,455.00549447231947
,112,1,729.0
,983,1,904.0022123866735
,9,0,945.0084655705472
,205,1,1228.0
,736,0,1613.001239925128
,395,1,1675.000298507436
,927,1,2006.0099700649546
,87,1,2527.0
,381,0,5237.000095474506
,374,0,5249.007811005808
,887,1,5311.0003765769015
,714,1,5874.037878665748
